deal_id,stage_name,date_entered,date_exited
D00140,Lead,2024-06-23,2024-06-27
D00140,Qualified,2024-06-27,2024-06-28
D00140,Demo,2024-06-28,2024-07-11
D00140,Proposal,2024-07-11,2024-07-28
D00141,Lead,2025-08-05,2025-08-11
D00141,Qualified,2025-08-11,2025-08-19
D00141,Demo,2025-08-19,2025-08-26
D00142,Lead,2025-08-13,2025-08-14
D00142,Qualified,2025-08-14,2025-08-18
D00142,Demo,2025-08-18,2025-08-27
D00142,Proposal,2025-08-27,2025-09-21
D00142,Negotiation,2025-09-21,2025-10-02
D00143,Lead,2026-05-14,2026-05-18
D00143,Qualified,2026-05-18,2026-05-25
D00143,Demo,2026-05-25,2026-05-31
D00143,Proposal,2026-05-31,2026-06-09
D00143,Negotiation,2026-06-09,2026-06-19
D00144,Lead,2026-04-16,2026-04-20
D00144,Qualified,2026-04-20,2026-04-25
D00145,Lead,2024-04-18,2024-04-22
D00145,Qualified,2024-04-22,2024-04-30
D00145,Demo,2024-04-30,2024-05-05
D00146,Lead,2024-05-17,2024-05-23
D00146,Qualified,2024-05-23,2024-06-01
D00146,Demo,2024-06-01,2024-06-05
D00146,Proposal,2024-06-05,2024-06-16
D00146,Negotiation,2024-06-16,2024-06-22
D00147,Lead,2024-05-21,2024-05-25
D00147,Qualified,2024-05-25,2024-05-29
D00147,Demo,2024-05-29,2024-06-09
D00147,Proposal,2024-06-09,2024-06-17
D00147,Negotiation,2024-06-17,2024-06-27
D00148,Lead,2026-05-17,2026-05-20
D00148,Qualified,2026-05-20,2026-05-28
D00148,Demo,2026-05-28,2026-06-08
D00148,Proposal,2026-06-08,2026-06-16
D00148,Negotiation,2026-06-16,2026-06-26
D00149,Lead,2026-03-26,2026-04-03
D00149,Qualified,2026-04-03,2026-04-05
D00149,Demo,2026-04-05,2026-04-17
D00149,Proposal,2026-04-17,2026-04-28
D00149,Negotiation,2026-04-28,2026-05-08
D00150,Lead,2026-05-08,2026-05-09
D00150,Qualified,2026-05-09,2026-05-13
D00150,Demo,2026-05-13,2026-05-22
D00151,Lead,2024-03-15,2024-03-16
D00151,Qualified,2024-03-16,2024-03-21
D00151,Demo,2024-03-21,2024-03-29
D00151,Proposal,2024-03-29,2024-04-16
D00151,Negotiation,2024-04-16,2024-04-30
D00152,Lead,2024-11-24,2024-11-29
D00152,Qualified,2024-11-29,2024-12-05
D00152,Demo,2024-12-05,2024-12-22
D00152,Proposal,2024-12-22,2025-01-09
D00152,Negotiation,2025-01-09,2025-01-23
D00153,Lead,2024-07-29,2024-08-02
D00153,Qualified,2024-08-02,2024-08-10
D00154,Lead,2025-08-11,2025-08-14
D00154,Qualified,2025-08-14,2025-08-24
D00155,Lead,2026-07-12,2026-07-16
D00155,Qualified,2026-07-16,2026-07-23
D00155,Demo,2026-07-23,
D00156,Lead,2024-05-24,2024-05-27
D00156,Qualified,2024-05-27,2024-06-03
D00156,Demo,2024-06-03,2024-06-08
D00156,Proposal,2024-06-08,2024-06-19
D00156,Negotiation,2024-06-19,2024-07-09
D00157,Lead,2026-07-10,2026-07-14
D00157,Qualified,2026-07-14,2026-07-20
D00157,Demo,2026-07-20,
D00158,Lead,2024-06-21,2024-06-24
D00158,Qualified,2024-06-24,2024-06-30
D00158,Demo,2024-06-30,2024-07-10
D00158,Proposal,2024-07-10,2024-07-17
D00158,Negotiation,2024-07-17,2024-07-30
D00159,Lead,2025-10-08,2025-10-12
D00159,Qualified,2025-10-12,2025-10-19
D00159,Demo,2025-10-19,2025-10-28
D00159,Proposal,2025-10-28,2025-11-03
D00159,Negotiation,2025-11-03,2025-11-20
D00160,Lead,2026-06-27,2026-06-30
D00160,Qualified,2026-06-30,2026-07-07
D00161,Lead,2025-04-10,2025-04-16
D00161,Qualified,2025-04-16,2025-04-21
D00161,Demo,2025-04-21,2025-04-29
D00161,Proposal,2025-04-29,2025-05-19
D00161,Negotiation,2025-05-19,2025-05-26
D00162,Lead,2025-03-26,2025-03-30
D00162,Qualified,2025-03-30,2025-04-06
D00162,Demo,2025-04-06,2025-04-14
D00162,Proposal,2025-04-14,2025-04-24
D00163,Lead,2026-06-28,2026-07-02
D00164,Lead,2025-04-27,2025-05-01
D00164,Qualified,2025-05-01,2025-05-08
D00164,Demo,2025-05-08,2025-05-20
D00164,Proposal,2025-05-20,2025-05-29
D00164,Negotiation,2025-05-29,2025-06-07
D00165,Lead,2025-06-28,2025-07-04
D00165,Qualified,2025-07-04,2025-07-10
D00165,Demo,2025-07-10,2025-07-17
D00165,Proposal,2025-07-17,2025-07-29
D00165,Negotiation,2025-07-29,2025-08-07
D00166,Lead,2025-02-22,2025-02-26
D00166,Qualified,2025-02-26,2025-03-06
D00166,Demo,2025-03-06,2025-03-14
D00166,Proposal,2025-03-14,2025-03-24
D00166,Negotiation,2025-03-24,2025-04-02
D00167,Lead,2025-05-10,2025-05-16
D00167,Qualified,2025-05-16,2025-05-26
D00167,Demo,2025-05-26,2025-06-04
D00167,Proposal,2025-06-04,2025-06-09
D00167,Negotiation,2025-06-09,2025-06-20
D00168,Lead,2026-04-26,2026-04-29
D00168,Qualified,2026-04-29,2026-05-08
D00168,Demo,2026-05-08,2026-05-13
D00168,Proposal,2026-05-13,2026-05-25
D00168,Negotiation,2026-05-25,2026-06-01
D00169,Lead,2026-03-09,2026-03-13
D00169,Qualified,2026-03-13,2026-03-20
D00169,Demo,2026-03-20,2026-03-31
D00169,Proposal,2026-03-31,2026-04-15
D00169,Negotiation,2026-04-15,2026-04-22
D00170,Lead,2025-08-11,2025-08-17
D00170,Qualified,2025-08-17,2025-08-21
D00171,Lead,2024-08-13,2024-08-17
D00171,Qualified,2024-08-17,2024-08-21
D00171,Demo,2024-08-21,2024-08-31
D00171,Proposal,2024-08-31,2024-09-08
D00171,Negotiation,2024-09-08,2024-09-14
D00172,Lead,2024-07-30,2024-08-05
D00172,Qualified,2024-08-05,2024-08-14
D00172,Demo,2024-08-14,2024-08-17
D00172,Proposal,2024-08-17,2024-09-02
D00172,Negotiation,2024-09-02,2024-09-15
D00173,Lead,2025-05-04,2025-05-09
D00173,Qualified,2025-05-09,2025-05-15
D00173,Demo,2025-05-15,2025-05-21
D00173,Proposal,2025-05-21,2025-05-30
D00173,Negotiation,2025-05-30,2025-06-06
D00174,Lead,2025-02-14,2025-02-20
D00174,Qualified,2025-02-20,2025-02-25
D00174,Demo,2025-02-25,2025-03-07
D00174,Proposal,2025-03-07,2025-04-08
D00174,Negotiation,2025-04-08,2025-04-14
D00175,Lead,2024-03-02,2024-03-06
D00175,Qualified,2024-03-06,2024-03-13
D00176,Lead,2026-06-28,2026-07-01
D00176,Qualified,2026-07-01,2026-07-09
D00176,Demo,2026-07-09,2026-07-14
D00176,Proposal,2026-07-14,2026-07-23
D00176,Negotiation,2026-07-23,
D00177,Lead,2025-09-11,2025-09-17
D00177,Qualified,2025-09-17,2025-09-23
D00177,Demo,2025-09-23,2025-09-30
D00177,Proposal,2025-09-30,2025-10-05
D00177,Negotiation,2025-10-05,2025-10-11
D00178,Lead,2026-07-08,2026-07-11
D00178,Qualified,2026-07-11,2026-07-13
D00178,Demo,2026-07-13,2026-07-22
D00178,Proposal,2026-07-22,
D00179,Lead,2025-10-17,2025-10-20
D00179,Qualified,2025-10-20,2025-10-26
D00179,Demo,2025-10-26,2025-11-01
D00179,Proposal,2025-11-01,2025-11-12
D00179,Negotiation,2025-11-12,2025-11-23
D00180,Lead,2026-06-26,2026-06-29
D00180,Qualified,2026-06-29,2026-07-07
D00180,Demo,2026-07-07,2026-07-16
D00180,Proposal,2026-07-16,
D00181,Lead,2024-10-05,2024-10-09
D00181,Qualified,2024-10-09,2024-10-16
D00181,Demo,2024-10-16,2024-10-21
D00181,Proposal,2024-10-21,2024-11-07
D00181,Negotiation,2024-11-07,2024-11-16
D00182,Lead,2026-05-18,2026-05-19
D00182,Qualified,2026-05-19,2026-05-28
D00182,Demo,2026-05-28,2026-06-09
D00182,Proposal,2026-06-09,2026-06-18
D00183,Lead,2024-11-01,2024-11-09
D00183,Qualified,2024-11-09,2024-11-13
D00183,Demo,2024-11-13,2024-11-23
D00183,Proposal,2024-11-23,2024-12-08
D00183,Negotiation,2024-12-08,2024-12-20
D00184,Lead,2025-12-19,2025-12-26
D00184,Qualified,2025-12-26,2025-12-28
D00184,Demo,2025-12-28,2026-01-04
D00184,Proposal,2026-01-04,2026-01-17
D00184,Negotiation,2026-01-17,2026-01-24
D00185,Lead,2025-04-05,2025-04-09
D00185,Qualified,2025-04-09,2025-04-16
D00185,Demo,2025-04-16,2025-04-20
D00185,Proposal,2025-04-20,2025-04-28
D00185,Negotiation,2025-04-28,2025-05-04
D00186,Lead,2026-05-02,2026-05-03
D00186,Qualified,2026-05-03,2026-05-09
D00186,Demo,2026-05-09,2026-05-21
D00186,Proposal,2026-05-21,2026-06-07
D00187,Lead,2026-06-30,2026-07-04
D00187,Qualified,2026-07-04,2026-07-11
D00187,Demo,2026-07-11,2026-07-17
D00187,Proposal,2026-07-17,
D00188,Lead,2025-08-13,2025-08-16
D00188,Qualified,2025-08-16,2025-08-20
D00188,Demo,2025-08-20,2025-08-26
D00188,Proposal,2025-08-26,2025-09-07
D00188,Negotiation,2025-09-07,2025-09-12
D00189,Lead,2025-02-10,2025-02-14
D00189,Qualified,2025-02-14,2025-02-19
D00190,Lead,2025-08-08,2025-08-14
D00190,Qualified,2025-08-14,2025-08-18
D00190,Demo,2025-08-18,2025-08-25
D00190,Proposal,2025-08-25,2025-09-08
D00190,Negotiation,2025-09-08,2025-09-24
D00191,Lead,2024-12-08,2024-12-11
D00191,Qualified,2024-12-11,2024-12-15
D00191,Demo,2024-12-15,2024-12-27
D00191,Proposal,2024-12-27,2025-01-06
D00191,Negotiation,2025-01-06,2025-01-18
D00192,Lead,2026-05-29,2026-05-30
D00192,Qualified,2026-05-30,2026-06-06
D00192,Demo,2026-06-06,2026-06-13
D00192,Proposal,2026-06-13,2026-06-25
D00192,Negotiation,2026-06-25,2026-07-05
D00193,Lead,2026-05-30,2026-06-04
D00193,Qualified,2026-06-04,2026-06-10
D00193,Demo,2026-06-10,2026-06-16
D00193,Proposal,2026-06-16,2026-06-28
D00193,Negotiation,2026-06-28,2026-07-04
D00194,Lead,2026-06-23,2026-06-29
D00194,Qualified,2026-06-29,2026-07-08
D00194,Demo,2026-07-08,2026-07-19
D00194,Proposal,2026-07-19,
D00195,Lead,2025-11-06,2025-11-11
D00195,Qualified,2025-11-11,2025-11-20
D00195,Demo,2025-11-20,2025-11-27
D00195,Proposal,2025-11-27,2025-12-14
D00195,Negotiation,2025-12-14,2025-12-22
D00196,Lead,2026-06-19,2026-06-25
D00196,Qualified,2026-06-25,2026-06-29
D00196,Demo,2026-06-29,2026-07-02
D00196,Proposal,2026-07-02,2026-07-14
D00196,Negotiation,2026-07-14,
D00197,Lead,2025-12-01,2025-12-05
D00197,Qualified,2025-12-05,2025-12-15
D00197,Demo,2025-12-15,2025-12-27
D00197,Proposal,2025-12-27,2026-01-18
D00197,Negotiation,2026-01-18,2026-01-24
D00198,Lead,2026-05-10,2026-05-13
D00198,Qualified,2026-05-13,2026-05-15
D00198,Demo,2026-05-15,2026-05-22
D00198,Proposal,2026-05-22,2026-05-31
D00198,Negotiation,2026-05-31,2026-06-09
D00199,Lead,2024-03-08,2024-03-14
D00199,Qualified,2024-03-14,2024-03-18
D00199,Demo,2024-03-18,2024-03-25
D00199,Proposal,2024-03-25,2024-04-04
D00199,Negotiation,2024-04-04,2024-04-12
D00200,Lead,2025-02-09,2025-02-15
D00200,Qualified,2025-02-15,2025-02-21
D00200,Demo,2025-02-21,2025-03-03
D00200,Proposal,2025-03-03,2025-03-08
D00200,Negotiation,2025-03-08,2025-03-26
D00201,Lead,2026-06-30,2026-07-02
D00201,Qualified,2026-07-02,2026-07-06
D00201,Demo,2026-07-06,2026-07-11
D00201,Proposal,2026-07-11,
D00202,Lead,2025-08-02,2025-08-07
D00202,Qualified,2025-08-07,2025-08-15
D00202,Demo,2025-08-15,2025-08-26
D00203,Lead,2025-07-10,2025-07-13
D00203,Qualified,2025-07-13,2025-07-23
D00203,Demo,2025-07-23,2025-08-03
D00204,Lead,2026-05-08,2026-05-15
D00204,Qualified,2026-05-15,2026-05-21
D00204,Demo,2026-05-21,2026-05-27
D00204,Proposal,2026-05-27,2026-06-03
D00204,Negotiation,2026-06-03,2026-06-19
D00205,Lead,2026-05-21,2026-05-28
D00205,Qualified,2026-05-28,2026-06-04
D00205,Demo,2026-06-04,2026-06-15
D00205,Proposal,2026-06-15,2026-07-04
D00205,Negotiation,2026-07-04,2026-07-18
D00206,Lead,2026-05-23,2026-05-26
D00206,Qualified,2026-05-26,2026-06-02
D00206,Demo,2026-06-02,2026-06-08
D00206,Proposal,2026-06-08,2026-06-22
D00206,Negotiation,2026-06-22,2026-07-11
D00207,Lead,2024-07-17,2024-07-22
D00207,Qualified,2024-07-22,2024-07-30
D00207,Demo,2024-07-30,2024-08-10
D00207,Proposal,2024-08-10,2024-08-23
D00207,Negotiation,2024-08-23,2024-09-07
D00208,Lead,2024-12-13,2024-12-20
D00208,Qualified,2024-12-20,2024-12-27
D00209,Lead,2026-04-29,2026-05-03
D00209,Qualified,2026-05-03,2026-05-10
D00209,Demo,2026-05-10,2026-05-22
D00209,Proposal,2026-05-22,2026-06-07
D00209,Negotiation,2026-06-07,2026-06-19
D00210,Lead,2025-06-18,2025-06-24
D00211,Lead,2024-08-02,2024-08-08
D00211,Qualified,2024-08-08,2024-08-15
D00211,Demo,2024-08-15,2024-08-26
D00211,Proposal,2024-08-26,2024-09-12
D00211,Negotiation,2024-09-12,2024-09-21
D00212,Lead,2025-11-22,2025-11-23
D00212,Qualified,2025-11-23,2025-11-28
D00212,Demo,2025-11-28,2025-12-07
D00212,Proposal,2025-12-07,2025-12-17
D00212,Negotiation,2025-12-17,2025-12-27
D00213,Lead,2024-05-27,2024-06-02
D00213,Qualified,2024-06-02,2024-06-07
D00213,Demo,2024-06-07,2024-06-18
D00213,Proposal,2024-06-18,2024-06-29
D00213,Negotiation,2024-06-29,2024-07-15
D00214,Lead,2024-09-01,2024-09-04
D00214,Qualified,2024-09-04,2024-09-13
D00214,Demo,2024-09-13,2024-09-18
D00214,Proposal,2024-09-18,2024-09-24
D00214,Negotiation,2024-09-24,2024-09-28
D00215,Lead,2025-01-23,2025-01-29
D00215,Qualified,2025-01-29,2025-02-05
D00215,Demo,2025-02-05,2025-02-13
D00215,Proposal,2025-02-13,2025-02-26
D00215,Negotiation,2025-02-26,2025-03-11
D00216,Lead,2026-06-20,2026-06-26
D00216,Qualified,2026-06-26,2026-06-30
D00216,Demo,2026-06-30,2026-07-11
D00216,Proposal,2026-07-11,2026-07-21
D00216,Negotiation,2026-07-21,
D00217,Lead,2025-11-17,2025-11-22
D00217,Qualified,2025-11-22,2025-12-02
D00217,Demo,2025-12-02,2025-12-14
D00217,Proposal,2025-12-14,2025-12-21
D00217,Negotiation,2025-12-21,2025-12-27
D00218,Lead,2024-10-02,2024-10-06
D00218,Qualified,2024-10-06,2024-10-10
D00218,Demo,2024-10-10,2024-10-21
D00218,Proposal,2024-10-21,2024-11-02
D00218,Negotiation,2024-11-02,2024-11-11
D00219,Lead,2026-05-29,2026-05-31
D00219,Qualified,2026-05-31,2026-06-09
D00220,Lead,2025-08-15,2025-08-19
D00221,Lead,2026-05-21,2026-05-24
D00221,Qualified,2026-05-24,2026-05-30
D00221,Demo,2026-05-30,2026-06-06
D00221,Proposal,2026-06-06,2026-06-14
D00221,Negotiation,2026-06-14,2026-06-15
D00222,Lead,2024-06-20,2024-06-26
D00222,Qualified,2024-06-26,2024-07-03
D00222,Demo,2024-07-03,2024-07-10
D00222,Proposal,2024-07-10,2024-07-18
D00222,Negotiation,2024-07-18,2024-07-25
D00223,Lead,2026-06-23,2026-06-28
D00223,Qualified,2026-06-28,2026-07-06
D00223,Demo,2026-07-06,2026-07-11
D00223,Proposal,2026-07-11,
D00224,Lead,2024-01-13,2024-01-16
D00225,Lead,2025-10-15,2025-10-19
D00225,Qualified,2025-10-19,2025-10-28
D00225,Demo,2025-10-28,2025-11-05
D00225,Proposal,2025-11-05,2025-11-21
D00225,Negotiation,2025-11-21,2025-11-30
D00226,Lead,2024-12-06,2024-12-10
D00226,Qualified,2024-12-10,2024-12-14
D00226,Demo,2024-12-14,2024-12-25
D00226,Proposal,2024-12-25,2025-01-10
D00226,Negotiation,2025-01-10,2025-01-13
D00227,Lead,2026-07-15,2026-07-19
D00227,Qualified,2026-07-19,
D00228,Lead,2025-01-02,2025-01-06
D00228,Qualified,2025-01-06,2025-01-16
D00228,Demo,2025-01-16,2025-01-23
D00229,Lead,2025-10-07,2025-10-13
D00229,Qualified,2025-10-13,2025-10-20
D00230,Lead,2024-01-17,2024-01-21
D00230,Qualified,2024-01-21,2024-01-31
D00230,Demo,2024-01-31,2024-02-09
D00230,Proposal,2024-02-09,2024-03-13
D00230,Negotiation,2024-03-13,2024-03-25
D00231,Lead,2026-06-30,2026-07-05
D00231,Qualified,2026-07-05,2026-07-12
D00231,Demo,2026-07-12,2026-07-20
D00231,Proposal,2026-07-20,
D00232,Lead,2026-02-14,2026-02-15
D00232,Qualified,2026-02-15,2026-02-21
D00232,Demo,2026-02-21,2026-02-25
D00233,Lead,2026-04-06,2026-04-07
D00233,Qualified,2026-04-07,2026-04-16
D00233,Demo,2026-04-16,2026-04-26
D00234,Lead,2025-09-25,2025-09-28
D00234,Qualified,2025-09-28,2025-10-02
D00234,Demo,2025-10-02,2025-10-11
D00234,Proposal,2025-10-11,2025-10-18
D00234,Negotiation,2025-10-18,2025-10-30
D00235,Lead,2024-06-29,2024-07-04
D00235,Qualified,2024-07-04,2024-07-09
D00235,Demo,2024-07-09,2024-07-18
D00235,Proposal,2024-07-18,2024-07-29
D00235,Negotiation,2024-07-29,2024-08-11
D00236,Lead,2024-07-17,2024-07-22
D00236,Qualified,2024-07-22,2024-07-25
D00236,Demo,2024-07-25,2024-08-01
D00236,Proposal,2024-08-01,2024-08-19
D00236,Negotiation,2024-08-19,2024-08-26
D00237,Lead,2024-10-12,2024-10-13
D00237,Qualified,2024-10-13,2024-10-18
D00238,Lead,2026-06-22,2026-06-26
D00239,Lead,2025-10-25,2025-10-31
D00239,Qualified,2025-10-31,2025-11-07
D00239,Demo,2025-11-07,2025-11-18
D00239,Proposal,2025-11-18,2025-11-24
D00239,Negotiation,2025-11-24,2025-11-30
D00240,Lead,2026-03-17,2026-03-22
D00240,Qualified,2026-03-22,2026-03-27
D00240,Demo,2026-03-27,2026-04-02
D00240,Proposal,2026-04-02,2026-04-18
D00240,Negotiation,2026-04-18,2026-05-05
D00241,Lead,2026-07-08,2026-07-13
D00241,Qualified,2026-07-13,2026-07-19
D00241,Demo,2026-07-19,
D00242,Lead,2026-06-05,2026-06-08
D00242,Qualified,2026-06-08,2026-06-13
D00242,Demo,2026-06-13,2026-06-23
D00242,Proposal,2026-06-23,2026-07-04
D00243,Lead,2024-12-17,2024-12-23
D00243,Qualified,2024-12-23,2024-12-29
D00243,Demo,2024-12-29,2025-01-09
D00244,Lead,2024-06-13,2024-06-18
D00244,Qualified,2024-06-18,2024-06-26
D00244,Demo,2024-06-26,2024-07-07
D00244,Proposal,2024-07-07,2024-07-21
D00244,Negotiation,2024-07-21,2024-07-30
D00245,Lead,2025-04-14,2025-04-18
D00245,Qualified,2025-04-18,2025-04-24
D00245,Demo,2025-04-24,2025-05-04
D00245,Proposal,2025-05-04,2025-05-24
D00246,Lead,2026-07-04,2026-07-09
D00246,Qualified,2026-07-09,2026-07-12
D00246,Demo,2026-07-12,2026-07-23
D00246,Proposal,2026-07-23,
D00247,Lead,2025-03-13,2025-03-15
D00247,Qualified,2025-03-15,2025-03-23
D00247,Demo,2025-03-23,2025-03-29
D00247,Proposal,2025-03-29,2025-04-10
D00247,Negotiation,2025-04-10,2025-04-25
D00248,Lead,2026-06-07,2026-06-12
D00248,Qualified,2026-06-12,2026-06-15
D00249,Lead,2025-04-19,2025-04-26
D00249,Qualified,2025-04-26,2025-05-04
D00249,Demo,2025-05-04,2025-05-10
D00249,Proposal,2025-05-10,2025-05-29
D00249,Negotiation,2025-05-29,2025-06-10
D00250,Lead,2026-01-20,2026-01-21
D00250,Qualified,2026-01-21,2026-01-30
D00250,Demo,2026-01-30,2026-02-04
D00251,Lead,2024-06-20,2024-06-27
D00251,Qualified,2024-06-27,2024-07-01
D00251,Demo,2024-07-01,2024-07-08
D00251,Proposal,2024-07-08,2024-07-25
D00251,Negotiation,2024-07-25,2024-08-05
D00252,Lead,2025-12-20,2025-12-24
D00252,Qualified,2025-12-24,2025-12-30
D00252,Demo,2025-12-30,2026-01-11
D00252,Proposal,2026-01-11,2026-01-29
D00252,Negotiation,2026-01-29,2026-02-06
D00253,Lead,2026-02-14,2026-02-22
D00253,Qualified,2026-02-22,2026-03-01
D00253,Demo,2026-03-01,2026-03-13
D00253,Proposal,2026-03-13,2026-03-21
D00253,Negotiation,2026-03-21,2026-04-02
D00254,Lead,2025-09-19,2025-09-22
D00254,Qualified,2025-09-22,2025-09-29
D00255,Lead,2025-05-01,2025-05-06
D00255,Qualified,2025-05-06,2025-05-08
D00255,Demo,2025-05-08,2025-05-15
D00255,Proposal,2025-05-15,2025-05-29
D00256,Lead,2026-01-23,2026-01-29
D00256,Qualified,2026-01-29,2026-02-05
D00256,Demo,2026-02-05,2026-02-09
D00256,Proposal,2026-02-09,2026-02-21
D00257,Lead,2026-01-29,2026-02-03
D00257,Qualified,2026-02-03,2026-02-08
D00257,Demo,2026-02-08,2026-02-15
D00257,Proposal,2026-02-15,2026-02-26
D00257,Negotiation,2026-02-26,2026-03-05
D00258,Lead,2026-04-22,2026-04-26
D00258,Qualified,2026-04-26,2026-05-03
D00258,Demo,2026-05-03,2026-05-09
D00258,Proposal,2026-05-09,2026-05-18
D00258,Negotiation,2026-05-18,2026-06-05
D00259,Lead,2025-01-20,2025-01-25
D00259,Qualified,2025-01-25,2025-02-03
D00259,Demo,2025-02-03,2025-02-12
D00259,Proposal,2025-02-12,2025-02-25
D00259,Negotiation,2025-02-25,2025-03-08
D00260,Lead,2026-04-21,2026-04-23
D00260,Qualified,2026-04-23,2026-04-26
D00260,Demo,2026-04-26,2026-05-04
D00260,Proposal,2026-05-04,2026-05-21
D00260,Negotiation,2026-05-21,2026-06-04
D00261,Lead,2024-09-30,2024-10-02
D00261,Qualified,2024-10-02,2024-10-10
D00261,Demo,2024-10-10,2024-10-19
D00261,Proposal,2024-10-19,2024-11-02
D00261,Negotiation,2024-11-02,2024-11-12
D00262,Lead,2024-04-04,2024-04-06
D00262,Qualified,2024-04-06,2024-04-11
D00262,Demo,2024-04-11,2024-04-17
D00262,Proposal,2024-04-17,2024-04-27
D00262,Negotiation,2024-04-27,2024-05-01
D00263,Lead,2026-06-14,2026-06-17
D00263,Qualified,2026-06-17,2026-06-23
D00263,Demo,2026-06-23,2026-07-02
D00263,Proposal,2026-07-02,2026-07-11
D00263,Negotiation,2026-07-11,2026-07-21
D00264,Lead,2026-04-19,2026-04-24
D00264,Qualified,2026-04-24,2026-04-28
D00264,Demo,2026-04-28,2026-05-07
D00264,Proposal,2026-05-07,2026-06-04
D00264,Negotiation,2026-06-04,2026-06-11
D00265,Lead,2026-05-09,2026-05-15
D00265,Qualified,2026-05-15,2026-05-23
D00265,Demo,2026-05-23,2026-06-01
D00265,Proposal,2026-06-01,2026-06-15
D00265,Negotiation,2026-06-15,2026-06-22
D00266,Lead,2026-06-23,2026-06-28
D00266,Qualified,2026-06-28,2026-07-06
D00266,Demo,2026-07-06,2026-07-17
D00266,Proposal,2026-07-17,
D00267,Lead,2025-10-16,2025-10-21
D00267,Qualified,2025-10-21,2025-10-26
D00267,Demo,2025-10-26,2025-11-08
D00267,Proposal,2025-11-08,2025-11-26
D00267,Negotiation,2025-11-26,2025-12-03
D00268,Lead,2024-12-06,2024-12-09
D00268,Qualified,2024-12-09,2024-12-16
D00268,Demo,2024-12-16,2024-12-26
D00268,Proposal,2024-12-26,2025-01-01
D00268,Negotiation,2025-01-01,2025-01-11
D00269,Lead,2026-03-22,2026-03-26
D00269,Qualified,2026-03-26,2026-04-01
D00269,Demo,2026-04-01,2026-04-13
D00269,Proposal,2026-04-13,2026-04-26
D00269,Negotiation,2026-04-26,2026-05-10
D00270,Lead,2024-09-23,2024-09-26
D00270,Qualified,2024-09-26,2024-10-01
D00270,Demo,2024-10-01,2024-10-09
D00270,Proposal,2024-10-09,2024-10-15
D00270,Negotiation,2024-10-15,2024-10-27
D00271,Lead,2026-05-19,2026-05-26
D00271,Qualified,2026-05-26,2026-06-01
D00271,Demo,2026-06-01,2026-06-13
D00271,Proposal,2026-06-13,2026-06-22
D00271,Negotiation,2026-06-22,2026-07-04
D00272,Lead,2026-06-19,2026-06-22
D00272,Qualified,2026-06-22,2026-06-28
D00272,Demo,2026-06-28,2026-07-03
D00272,Proposal,2026-07-03,2026-07-18
D00272,Negotiation,2026-07-18,
D00273,Lead,2025-03-22,2025-03-26
D00273,Qualified,2025-03-26,2025-04-03
D00273,Demo,2025-04-03,2025-04-15
D00273,Proposal,2025-04-15,2025-05-02
D00273,Negotiation,2025-05-02,2025-05-10
D00274,Lead,2026-05-22,2026-05-26
D00274,Qualified,2026-05-26,2026-06-03
D00274,Demo,2026-06-03,2026-06-09
D00274,Proposal,2026-06-09,2026-06-26
D00275,Lead,2024-06-06,2024-06-12
D00276,Lead,2026-01-21,2026-01-24
D00276,Qualified,2026-01-24,2026-01-30
D00276,Demo,2026-01-30,2026-02-09
D00276,Proposal,2026-02-09,2026-02-26
D00276,Negotiation,2026-02-26,2026-03-05
D00277,Lead,2025-09-09,2025-09-11
D00277,Qualified,2025-09-11,2025-09-15
D00277,Demo,2025-09-15,2025-09-21
D00277,Proposal,2025-09-21,2025-10-04
D00277,Negotiation,2025-10-04,2025-10-13
D00278,Lead,2024-05-10,2024-05-13
D00279,Lead,2025-02-26,2025-02-28
D00280,Lead,2024-02-16,2024-02-20
D00280,Qualified,2024-02-20,2024-02-26
D00280,Demo,2024-02-26,2024-03-05
D00280,Proposal,2024-03-05,2024-03-18
D00280,Negotiation,2024-03-18,2024-04-04
D00281,Lead,2024-11-06,2024-11-11
D00281,Qualified,2024-11-11,2024-11-13
D00281,Demo,2024-11-13,2024-11-21
D00281,Proposal,2024-11-21,2024-12-07
D00281,Negotiation,2024-12-07,2024-12-13
D00282,Lead,2025-03-31,2025-04-02
D00282,Qualified,2025-04-02,2025-04-08
D00282,Demo,2025-04-08,2025-04-19
D00282,Proposal,2025-04-19,2025-05-01
D00282,Negotiation,2025-05-01,2025-05-12
D00283,Lead,2025-03-08,2025-03-10
D00283,Qualified,2025-03-10,2025-03-17
D00284,Lead,2025-06-03,2025-06-08
D00284,Qualified,2025-06-08,2025-06-12
D00284,Demo,2025-06-12,2025-06-20
D00284,Proposal,2025-06-20,2025-07-09
D00284,Negotiation,2025-07-09,2025-07-25
D00285,Lead,2026-06-26,2026-07-02
D00285,Qualified,2026-07-02,2026-07-08
D00285,Demo,2026-07-08,2026-07-16
D00285,Proposal,2026-07-16,
D00286,Lead,2024-04-16,2024-04-19
D00286,Qualified,2024-04-19,2024-04-24
D00286,Demo,2024-04-24,2024-05-01
D00286,Proposal,2024-05-01,2024-05-17
D00286,Negotiation,2024-05-17,2024-05-27
D00287,Lead,2024-05-21,2024-05-26
D00287,Qualified,2024-05-26,2024-06-02
D00287,Demo,2024-06-02,2024-06-09
D00287,Proposal,2024-06-09,2024-06-17
D00287,Negotiation,2024-06-17,2024-06-22
D00288,Lead,2026-04-17,2026-04-21
D00288,Qualified,2026-04-21,2026-04-25
