deal_id,account_name,rep_id,product,deal_amount,created_date,original_expected_close_date,current_expected_close_date,actual_close_date,current_stage,status,lost_reason
D00206,RedwoodStream Inc.,R004,Starter,3100,2026-05-23,2026-06-28,2026-07-07,2026-07-11,Negotiation,Closed Won,
D00207,VertexGrid LLC,R006,Pro,23700,2024-07-17,2024-09-01,2024-09-08,2024-09-07,Negotiation,Closed Won,
D00208,VertexBridge Co.,R007,Pro,22300,2024-12-13,2025-01-28,2025-01-30,2024-12-27,Qualified,Closed Lost,Not the right time
D00209,NorthBridge Group,R005,Starter,4500,2026-04-29,2026-06-04,2026-06-10,2026-06-19,Negotiation,Closed Lost,Legal/procurement stalled
D00210,BrightStream LLC,R002,Starter,7700,2025-06-18,2025-07-24,2025-07-25,2025-06-24,Lead,Closed Lost,No response
D00211,NorthGrid Inc.,R006,Starter,4400,2024-08-02,2024-09-07,2024-09-12,2024-09-21,Negotiation,Closed Won,
D00212,LumenBridge Co.,R001,Starter,3300,2025-11-22,2025-12-28,2025-12-28,2025-12-27,Negotiation,Closed Won,
D00213,QuartzBridge Group,R010,Starter,4800,2024-05-27,2024-07-02,2024-07-10,2024-07-15,Negotiation,Closed Lost,Went dark
D00214,SolaceWave Ltd.,R010,Starter,3800,2024-09-01,2024-10-07,2024-10-09,2024-09-28,Negotiation,Closed Won,
D00215,FusionWave Ltd.,R006,Pro,19200,2025-01-23,2025-03-10,2025-03-14,2025-03-11,Negotiation,Closed Won,
D00216,IonicGrid LLC,R007,Pro,22500,2026-06-20,2026-08-05,2026-08-07,,Negotiation,Open,
D00217,RedwoodBridge Co.,R003,Starter,3400,2025-11-17,2025-12-23,2025-12-28,2025-12-27,Negotiation,Closed Won,
D00218,RedwoodField Ltd.,R007,Enterprise,79800,2024-10-02,2024-12-10,2024-12-11,2024-11-11,Negotiation,Closed Won,
D00219,RedwoodField Inc.,R009,Pro,16000,2026-05-29,2026-07-14,2026-07-16,2026-06-09,Qualified,Closed Lost,Not the right time
D00220,VertexGrid Ltd.,R003,Pro,19200,2025-08-15,2025-09-30,2025-09-30,2025-08-19,Lead,Closed Lost,No response
D00221,RapidLabs Group,R005,Starter,4400,2026-05-21,2026-06-26,2026-06-26,2026-06-15,Negotiation,Closed Won,
D00222,PinnacleLabs Inc.,R004,Pro,22300,2024-06-20,2024-08-05,2024-08-06,2024-07-25,Negotiation,Closed Won,
D00223,BrightLabs Inc.,R011,Starter,7200,2026-06-23,2026-07-29,2026-07-30,,Proposal,Open,
D00224,NorthStream Co.,R007,Starter,3500,2024-01-13,2024-02-18,2024-02-18,2024-01-16,Lead,Closed Lost,Not a fit (ICP mismatch)
D00225,OrbitLogic Inc.,R002,Pro,10000,2025-10-15,2025-11-30,2025-12-04,2025-11-30,Negotiation,Closed Lost,Lost to competitor
D00226,HarborField Co.,R001,Starter,7100,2024-12-06,2025-01-11,2025-01-14,2025-01-13,Negotiation,Closed Lost,Lost to competitor
D00227,NimbusWave Ltd.,R007,Pro,16800,2026-07-15,2026-08-30,2026-08-31,,Qualified,Open,
D00228,ClearField Group,R006,Pro,14800,2025-01-02,2025-02-17,2025-02-20,2025-01-23,Demo,Closed Lost,No internal champion
D00229,NimbusCore Group,R012,Starter,3400,2025-10-07,2025-11-12,2025-11-13,2025-10-20,Qualified,Closed Lost,Not the right time
D00230,SilverBridge Ltd.,R001,Starter,4700,2024-01-17,2024-02-22,2024-03-17,2024-03-25,Negotiation,Closed Won,
D00231,DeltaWave Inc.,R002,Pro,9800,2026-06-30,2026-08-15,2026-09-01,,Proposal,Open,
D00232,RedwoodMetrics LLC,R007,Starter,4800,2026-02-14,2026-03-22,2026-03-22,2026-02-25,Demo,Closed Lost,Lost to competitor
D00233,ClearWave Ltd.,R008,Pro,11500,2026-04-06,2026-05-22,2026-05-24,2026-04-26,Demo,Closed Lost,Lost to competitor
D00234,SilverSystems Inc.,R006,Enterprise,118700,2025-09-25,2025-12-03,2025-12-05,2025-10-30,Negotiation,Closed Won,
D00235,HarborWorks Co.,R003,Pro,16200,2024-06-29,2024-08-14,2024-08-17,2024-08-11,Negotiation,Closed Won,
D00236,ClearStream Group,R011,Starter,4300,2024-07-17,2024-08-22,2024-08-26,2024-08-26,Negotiation,Closed Won,
D00237,NorthBridge Ltd.,R001,Pro,20500,2024-10-12,2024-11-27,2024-11-27,2024-10-18,Qualified,Closed Lost,No budget
D00238,ClearGrid LLC,R007,Pro,21600,2026-06-22,2026-08-07,2026-08-07,2026-06-26,Lead,Closed Lost,No response
D00239,SolaceCore Ltd.,R002,Starter,6300,2025-10-25,2025-11-30,2025-12-02,2025-11-30,Negotiation,Closed Won,
D00240,ClearLogic Co.,R011,Starter,7400,2026-03-17,2026-04-22,2026-05-01,2026-05-05,Negotiation,Closed Won,
D00241,VertexPeak Group,R005,Pro,15200,2026-07-08,2026-08-23,2026-08-23,,Demo,Open,
D00242,PinnacleLabs LLC,R003,Starter,7800,2026-06-05,2026-07-11,2026-07-11,2026-07-04,Proposal,Closed Lost,Price too high
D00243,AnchorBridge Co.,R011,Pro,13500,2024-12-17,2025-02-01,2025-02-03,2025-01-09,Demo,Closed Lost,No internal champion
D00244,HarborMetrics Group,R012,Pro,11100,2024-06-13,2024-07-29,2024-07-31,2024-07-30,Negotiation,Closed Lost,Lost to competitor
D00245,QuartzWave LLC,R006,Starter,7900,2025-04-14,2025-05-20,2025-05-26,2025-05-24,Proposal,Closed Lost,Budget cut
D00246,FusionLoop Co.,R004,Starter,3500,2026-07-04,2026-08-09,2026-08-10,,Proposal,Open,
D00247,RedwoodLogic Group,R006,Starter,3100,2025-03-13,2025-04-18,2025-04-24,2025-04-25,Negotiation,Closed Won,
D00248,RedwoodField Group,R011,Enterprise,64400,2026-06-07,2026-08-15,2026-08-15,2026-06-15,Qualified,Closed Lost,Not the right time
D00249,NimbusSystems Inc.,R004,Starter,3000,2025-04-19,2025-05-25,2025-06-04,2025-06-10,Negotiation,Closed Won,
D00250,SummitLogic Inc.,R010,Starter,4300,2026-01-20,2026-02-25,2026-02-27,2026-02-04,Demo,Closed Lost,Lost to competitor
D00251,PinnaclePoint Ltd.,R009,Starter,4600,2024-06-20,2024-07-26,2024-08-01,2024-08-05,Negotiation,Closed Won,
D00252,SilverWave Inc.,R002,Starter,7600,2025-12-20,2026-01-25,2026-01-31,2026-02-06,Negotiation,Closed Won,
D00253,SummitPoint Ltd.,R007,Starter,3500,2026-02-14,2026-03-22,2026-03-29,2026-04-02,Negotiation,Closed Won,
D00254,ClearMetrics Ltd.,R004,Pro,9200,2025-09-19,2025-11-04,2025-11-04,2025-09-29,Qualified,Closed Lost,No budget
D00255,SilverLoop LLC,R006,Pro,11100,2025-05-01,2025-06-16,2025-06-16,2025-05-29,Proposal,Closed Lost,Lost to competitor
D00256,HarborSystems Ltd.,R005,Pro,22300,2026-01-23,2026-03-10,2026-03-11,2026-02-21,Proposal,Closed Lost,Lost to competitor
D00257,RapidLabs Co.,R003,Starter,7900,2026-01-29,2026-03-06,2026-03-06,2026-03-05,Negotiation,Closed Lost,Went dark
D00258,SilverLoop Group,R002,Pro,8500,2026-04-22,2026-06-07,2026-06-15,2026-06-05,Negotiation,Closed Won,
D00259,AnchorWorks Inc.,R008,Pro,8600,2025-01-20,2025-03-07,2025-03-10,2025-03-08,Negotiation,Closed Won,
D00260,IonicStream Ltd.,R003,Pro,13900,2026-04-21,2026-06-06,2026-06-13,2026-06-04,Negotiation,Closed Won,
D00261,HarborLogic Co.,R001,Pro,18000,2024-09-30,2024-11-15,2024-11-16,2024-11-12,Negotiation,Closed Lost,Legal/procurement stalled
D00262,SummitStream Group,R012,Pro,9600,2024-04-04,2024-05-20,2024-05-20,2024-05-01,Negotiation,Closed Won,
D00263,HarborPeak Inc.,R005,Enterprise,75600,2026-06-14,2026-08-22,2026-08-22,2026-07-21,Negotiation,Closed Won,
D00264,FusionLabs Inc.,R004,Pro,13300,2026-04-19,2026-06-04,2026-06-18,2026-06-11,Negotiation,Closed Lost,Went dark
D00265,IonicField Ltd.,R012,Pro,12000,2026-05-09,2026-06-24,2026-06-26,2026-06-22,Negotiation,Closed Won,
D00266,RapidField Ltd.,R006,Pro,9900,2026-06-23,2026-08-08,2026-08-25,,Proposal,Open,
D00267,NimbusBridge Group,R012,Starter,7100,2025-10-16,2025-11-21,2025-11-28,2025-12-03,Negotiation,Closed Lost,Lost to competitor
D00268,CobaltPoint Ltd.,R012,Starter,7600,2024-12-06,2025-01-11,2025-01-11,2025-01-11,Negotiation,Closed Won,
D00269,NorthLoop Ltd.,R006,Pro,22800,2026-03-22,2026-05-07,2026-05-13,2026-05-10,Negotiation,Closed Lost,Lost to competitor
D00270,IonicLogic Co.,R003,Starter,4800,2024-09-23,2024-10-29,2024-10-31,2024-10-27,Negotiation,Closed Won,
D00271,SolaceSystems Inc.,R004,Pro,23400,2026-05-19,2026-07-04,2026-07-10,2026-07-04,Negotiation,Closed Won,
D00272,OrbitStream LLC,R010,Starter,7900,2026-06-19,2026-07-25,2026-07-26,,Negotiation,Open,
D00273,CobaltWave LLC,R003,Starter,8000,2025-03-22,2025-04-27,2025-05-03,2025-05-10,Negotiation,Closed Won,
D00274,RedwoodMetrics Inc.,R003,Pro,20700,2026-05-22,2026-07-07,2026-07-11,2026-06-26,Proposal,Closed Lost,Lost to competitor
D00275,SolaceBridge LLC,R001,Starter,7200,2024-06-06,2024-07-12,2024-07-13,2024-06-12,Lead,Closed Lost,Not a fit (ICP mismatch)
D00276,IonicSystems LLC,R010,Starter,7300,2026-01-21,2026-02-26,2026-03-01,2026-03-05,Negotiation,Closed Won,
D00277,IonicWave Group,R003,Starter,3500,2025-09-09,2025-10-15,2025-10-15,2025-10-13,Negotiation,Closed Lost,Went dark
D00278,NorthCore Inc.,R011,Enterprise,104900,2024-05-10,2024-07-18,2024-07-18,2024-05-13,Lead,Closed Lost,Not a fit (ICP mismatch)
D00279,SummitLogic Co.,R002,Pro,20200,2025-02-26,2025-04-13,2025-04-13,2025-02-28,Lead,Closed Lost,No response
D00280,HarborPoint Ltd.,R002,Starter,6500,2024-02-16,2024-03-23,2024-03-30,2024-04-04,Negotiation,Closed Won,
D00281,SilverGrid Co.,R010,Pro,18500,2024-11-06,2024-12-22,2024-12-24,2024-12-13,Negotiation,Closed Won,
D00282,NimbusPeak Inc.,R008,Pro,22600,2025-03-31,2025-05-16,2025-05-18,2025-05-12,Negotiation,Closed Won,
D00283,ClearBridge LLC,R010,Starter,3300,2025-03-08,2025-04-13,2025-04-13,2025-03-17,Qualified,Closed Lost,Not the right time
D00284,IonicBridge LLC,R004,Pro,19600,2025-06-03,2025-07-19,2025-07-30,2025-07-25,Negotiation,Closed Won,
D00285,CobaltPoint Ltd.,R001,Enterprise,59100,2026-06-26,2026-09-03,2026-09-05,,Proposal,Open,
D00286,CobaltLabs LLC,R012,Starter,7700,2024-04-16,2024-05-22,2024-05-24,2024-05-27,Negotiation,Closed Won,
D00287,FusionPath Group,R002,Pro,15500,2024-05-21,2024-07-06,2024-07-06,2024-06-22,Negotiation,Closed Won,
D00288,DeltaMetrics LLC,R012,Pro,24000,2026-04-17,2026-06-02,2026-06-02,2026-05-19,Negotiation,Closed Won,
D00289,DeltaLogic Co.,R009,Pro,10500,2026-05-21,2026-07-06,2026-07-08,2026-07-04,Negotiation,Closed Won,
D00290,RedwoodStream Ltd.,R010,Starter,7200,2026-06-24,2026-07-30,2026-08-04,,Proposal,Open,
D00291,HarborStream Ltd.,R006,Starter,6300,2024-08-27,2024-10-02,2024-10-04,2024-10-07,Negotiation,Closed Won,
D00292,RedwoodField Inc.,R005,Pro,18800,2025-02-08,2025-03-26,2025-04-01,2025-03-23,Negotiation,Closed Lost,Went dark
D00293,VertexPoint Inc.,R006,Starter,4900,2024-04-30,2024-06-05,2024-06-05,2024-05-22,Demo,Closed Lost,No internal champion
D00294,SummitSystems Inc.,R005,Pro,23300,2025-08-09,2025-09-24,2025-09-28,2025-09-22,Negotiation,Closed Won,
D00295,SolaceWorks Group,R012,Starter,6200,2026-03-26,2026-05-01,2026-05-05,2026-05-06,Negotiation,Closed Lost,Legal/procurement stalled
D00296,SummitPath Inc.,R001,Starter,3900,2025-05-18,2025-06-23,2025-06-23,2025-06-05,Demo,Closed Lost,No internal champion
D00297,RedwoodLabs Inc.,R006,Starter,7500,2024-04-11,2024-05-17,2024-05-18,2024-05-22,Negotiation,Closed Won,
D00298,SolaceField Co.,R011,Pro,13200,2026-06-26,2026-08-11,2026-08-12,2026-07-15,Demo,Closed Lost,No internal champion
D00299,DeltaMetrics LLC,R005,Pro,22300,2026-06-16,2026-08-01,2026-08-13,,Proposal,Open,
D00300,BrightMetrics Inc.,R012,Pro,12200,2026-02-09,2026-03-27,2026-03-27,2026-02-17,Qualified,Closed Lost,Not the right time
D00301,LumenPath Co.,R009,Enterprise,91800,2025-02-27,2025-05-07,2025-05-14,2025-04-14,Negotiation,Closed Won,
D00302,SolacePeak Inc.,R005,Pro,20100,2026-02-15,2026-04-02,2026-04-02,2026-02-24,Qualified,Closed Lost,Not the right time
D00303,OrbitPeak Inc.,R007,Starter,4400,2026-07-06,2026-08-11,2026-08-11,,Demo,Open,
D00304,BrightLoop Co.,R011,Pro,12300,2025-12-10,2026-01-25,2026-01-29,2026-01-17,Negotiation,Closed Won,
D00305,DeltaPoint Inc.,R010,Pro,24800,2026-06-20,2026-08-05,2026-08-13,,Proposal,Open,
D00306,NorthCore Inc.,R004,Enterprise,98700,2025-06-16,2025-08-24,2025-08-26,2025-07-20,Proposal,Closed Lost,Budget cut
D00307,OrbitWorks Group,R007,Starter,6800,2025-01-25,2025-03-02,2025-03-14,2025-03-15,Negotiation,Closed Won,
D00308,NorthLoop LLC,R008,Starter,3700,2025-09-27,2025-11-02,2025-11-04,2025-11-12,Negotiation,Closed Won,
D00309,RapidBridge Ltd.,R011,Enterprise,99600,2026-05-11,2026-07-19,2026-07-25,2026-06-14,Proposal,Closed Lost,Price too high
D00310,VertexWorks Inc.,R012,Pro,21800,2026-06-16,2026-08-01,2026-08-01,2026-06-18,Lead,Closed Lost,Not a fit (ICP mismatch)
D00311,ClearField Group,R005,Starter,6200,2024-05-25,2024-06-30,2024-07-10,2024-07-16,Negotiation,Closed Won,
D00312,OrbitPoint Co.,R011,Starter,5600,2026-06-02,2026-07-08,2026-07-10,2026-07-13,Negotiation,Closed Won,
D00313,ClearBridge Co.,R008,Starter,3400,2025-08-21,2025-09-26,2025-09-27,2025-09-30,Negotiation,Closed Lost,Lost to competitor
D00314,PinnacleCore Inc.,R007,Enterprise,79300,2024-11-09,2025-01-17,2025-01-19,2024-12-18,Negotiation,Closed Lost,Legal/procurement stalled
D00315,RedwoodLogic Inc.,R002,Starter,4800,2024-08-21,2024-09-26,2024-10-01,2024-09-30,Negotiation,Closed Won,
D00316,RedwoodPoint Co.,R003,Enterprise,46600,2025-06-08,2025-08-16,2025-08-21,2025-07-15,Proposal,Closed Lost,Price too high
D00317,ClearBridge Inc.,R001,Pro,19200,2026-01-25,2026-03-12,2026-03-16,2026-03-04,Negotiation,Closed Lost,Went dark
D00318,BrightGrid Co.,R011,Enterprise,33900,2025-04-07,2025-06-15,2025-06-17,2025-04-14,Lead,Closed Lost,No response
D00319,ClearCore Group,R005,Starter,4500,2026-06-04,2026-07-10,2026-07-11,2026-07-17,Negotiation,Closed Won,
D00320,IonicBridge Group,R003,Starter,7100,2024-01-08,2024-02-13,2024-02-15,2024-02-20,Negotiation,Closed Won,
D00321,IonicBridge Co.,R012,Pro,14700,2024-07-06,2024-08-21,2024-08-21,2024-07-27,Proposal,Closed Lost,Lost to competitor
D00322,LumenGrid Group,R001,Pro,9200,2025-06-02,2025-07-18,2025-07-18,2025-06-17,Demo,Closed Lost,Lost to competitor
D00323,LumenSystems Inc.,R003,Starter,3100,2026-05-11,2026-06-16,2026-06-16,2026-05-21,Demo,Closed Lost,Lost to competitor
D00324,ClearMetrics Co.,R009,Pro,20200,2026-04-10,2026-05-26,2026-05-26,2026-04-14,Lead,Closed Lost,No response
D00325,SilverWorks LLC,R004,Starter,5100,2024-09-01,2024-10-07,2024-10-14,2024-10-17,Negotiation,Closed Lost,Lost to competitor
D00326,CobaltWorks Co.,R011,Starter,4900,2026-06-06,2026-07-12,2026-07-16,2026-07-20,Negotiation,Closed Won,
D00327,CobaltLoop Co.,R012,Starter,7300,2026-06-24,2026-07-30,2026-08-01,,Negotiation,Open,
D00328,DeltaGrid Group,R012,Pro,24100,2024-08-31,2024-10-16,2024-10-20,2024-10-13,Negotiation,Closed Won,
D00329,NimbusWave LLC,R008,Starter,4000,2024-03-07,2024-04-12,2024-04-14,2024-04-16,Negotiation,Closed Won,
D00330,IonicPoint Inc.,R008,Starter,5500,2024-06-20,2024-07-26,2024-07-27,2024-06-26,Lead,Closed Lost,No response
D00331,NimbusLoop Group,R010,Pro,17400,2024-11-03,2024-12-19,2024-12-21,2024-11-21,Demo,Closed Lost,No internal champion
D00332,IonicSystems Co.,R006,Starter,4500,2026-01-30,2026-03-07,2026-03-08,2026-02-25,Proposal,Closed Lost,Lost to competitor
D00333,PinnacleCore Group,R006,Pro,19500,2026-04-20,2026-06-05,2026-06-06,2026-05-23,Negotiation,Closed Lost,Went dark
D00334,CobaltPeak Group,R007,Pro,23700,2026-01-21,2026-03-08,2026-03-08,2026-02-21,Negotiation,Closed Lost,Lost to competitor
D00335,RedwoodLogic Inc.,R008,Pro,11600,2026-04-30,2026-06-15,2026-06-18,2026-06-16,Negotiation,Closed Won,
D00336,BrightBridge Group,R001,Starter,5600,2026-06-21,2026-07-27,2026-07-29,,Proposal,Open,
D00337,NimbusLoop Ltd.,R003,Starter,3600,2026-06-28,2026-08-03,2026-08-03,,Negotiation,Open,
D00338,QuartzPeak Co.,R007,Enterprise,114400,2024-12-22,2025-03-01,2025-03-18,2025-02-22,Negotiation,Closed Won,
D00339,QuartzLabs Group,R012,Starter,5200,2026-07-09,2026-08-14,2026-08-14,,Demo,Open,
D00340,VertexWave Inc.,R006,Enterprise,113500,2026-07-13,2026-09-20,2026-09-21,,Demo,Open,
D00341,CobaltPoint LLC,R004,Pro,10000,2025-08-29,2025-10-14,2025-10-14,2025-10-07,Negotiation,Closed Won,
D00342,NorthMetrics Co.,R011,Pro,18200,2025-05-26,2025-07-11,2025-07-13,2025-07-06,Negotiation,Closed Won,
D00343,DeltaLoop Group,R007,Starter,7100,2026-01-14,2026-02-19,2026-02-19,2026-01-19,Lead,Closed Lost,No response
D00344,RedwoodWave Co.,R007,Starter,5600,2026-02-14,2026-03-22,2026-04-10,2026-04-20,Negotiation,Closed Lost,Legal/procurement stalled
D00345,HarborBridge LLC,R011,Pro,23700,2025-03-13,2025-04-28,2025-04-30,2025-03-31,Demo,Closed Lost,Lost to competitor
D00346,IonicField Ltd.,R011,Pro,21200,2024-06-25,2024-08-10,2024-08-15,2024-08-15,Negotiation,Closed Won,
D00347,ClearLabs Inc.,R002,Pro,22700,2026-05-27,2026-07-12,2026-07-13,2026-06-09,Qualified,Closed Lost,No budget
D00348,PinnacleField LLC,R012,Starter,5800,2026-07-01,2026-08-06,2026-08-06,2026-07-04,Qualified,Closed Lost,No budget
D00349,ClearGrid LLC,R007,Enterprise,87500,2024-06-24,2024-09-01,2024-09-02,2024-07-22,Proposal,Closed Lost,Price too high
D00350,PinnacleStream Co.,R003,Pro,11700,2024-08-08,2024-09-23,2024-09-23,2024-09-13,Negotiation,Closed Won,
D00351,AnchorStream Group,R006,Enterprise,66200,2024-06-06,2024-08-14,2024-08-26,2024-07-25,Negotiation,Closed Won,
D00352,HarborGrid LLC,R012,Pro,12800,2026-05-30,2026-07-15,2026-07-15,2026-06-01,Lead,Closed Lost,No response
D00353,PinnacleSystems Co.,R009,Pro,23000,2025-11-25,2026-01-10,2026-01-11,2026-01-01,Negotiation,Closed Won,
D00354,SilverLoop Inc.,R002,Enterprise,63600,2026-05-28,2026-08-05,2026-08-08,2026-07-08,Negotiation,Closed Won,
D00355,DeltaMetrics Co.,R012,Starter,5100,2026-05-01,2026-06-06,2026-06-18,2026-06-26,Negotiation,Closed Lost,Lost to competitor
D00356,HarborWorks Inc.,R002,Starter,5400,2026-05-21,2026-06-26,2026-07-04,2026-07-07,Negotiation,Closed Won,
D00357,CobaltLoop Group,R004,Starter,5600,2026-06-17,2026-07-23,2026-07-23,2026-07-18,Negotiation,Closed Lost,Lost to competitor
D00358,HarborGrid Inc.,R001,Starter,4000,2026-07-11,2026-08-16,2026-08-16,,Demo,Open,
D00359,RapidLabs Group,R001,Starter,4700,2026-03-22,2026-04-27,2026-05-01,2026-04-19,Proposal,Closed Lost,Lost to competitor
D00360,IonicCore LLC,R002,Pro,16500,2026-07-15,2026-08-30,2026-08-30,,Demo,Open,
D00361,ClearField Group,R004,Starter,5400,2024-08-24,2024-09-29,2024-10-01,2024-09-13,Demo,Closed Lost,No internal champion
D00362,CobaltLabs Ltd.,R002,Starter,4300,2025-09-13,2025-10-19,2025-10-19,2025-10-14,Proposal,Closed Lost,Price too high
D00363,FusionMetrics LLC,R011,Pro,11300,2026-06-30,2026-08-15,2026-08-17,,Proposal,Open,
D00364,ClearSystems Group,R002,Enterprise,31400,2026-01-04,2026-03-14,2026-03-14,2026-01-13,Qualified,Closed Lost,No budget
D00365,CobaltMetrics LLC,R009,Enterprise,40700,2025-06-29,2025-09-06,2025-09-08,2025-08-04,Negotiation,Closed Lost,Lost to competitor
D00366,SolaceWorks LLC,R001,Pro,12200,2024-10-03,2024-11-18,2024-11-18,2024-10-08,Lead,Closed Lost,No response
D00367,RapidSystems LLC,R009,Starter,3700,2026-07-15,2026-08-20,2026-08-21,2026-07-21,Lead,Closed Lost,No response
D00368,VertexBridge Co.,R009,Pro,22800,2026-04-18,2026-06-03,2026-06-04,2026-05-31,Negotiation,Closed Lost,Went dark
D00369,IonicPeak Group,R003,Starter,5500,2026-04-15,2026-05-21,2026-05-22,2026-04-28,Qualified,Closed Lost,No budget
D00370,LumenPoint Co.,R002,Pro,10300,2025-02-16,2025-04-03,2025-04-07,2025-04-03,Negotiation,Closed Lost,Legal/procurement stalled
D00371,SilverCore LLC,R003,Starter,5700,2025-05-05,2025-06-10,2025-06-10,2025-05-09,Lead,Closed Lost,Not a fit (ICP mismatch)
D00372,PinnacleWorks Ltd.,R003,Starter,4100,2026-06-08,2026-07-14,2026-07-17,2026-07-19,Negotiation,Closed Lost,Went dark
D00373,SilverStream Group,R003,Enterprise,90300,2026-06-09,2026-08-17,2026-08-22,,Negotiation,Open,
D00374,RapidSystems Inc.,R003,Starter,8000,2024-10-12,2024-11-17,2024-11-19,2024-11-24,Negotiation,Closed Won,
D00375,SilverSystems Co.,R004,Enterprise,26600,2026-04-16,2026-06-24,2026-07-01,2026-05-23,Proposal,Closed Lost,Price too high
D00376,BrightField Inc.,R012,Enterprise,60300,2024-01-27,2024-04-05,2024-04-17,2024-03-20,Negotiation,Closed Won,
D00377,HarborStream Inc.,R001,Pro,11000,2026-07-07,2026-08-22,2026-08-24,,Proposal,Open,
D00378,NorthPeak LLC,R012,Enterprise,82500,2026-05-09,2026-07-17,2026-07-23,2026-06-20,Negotiation,Closed Lost,Lost to competitor
D00379,PinnacleLogic Co.,R010,Starter,7900,2026-06-27,2026-08-02,2026-08-15,,Proposal,Open,
D00380,FusionStream Group,R008,Pro,22500,2026-06-03,2026-07-19,2026-07-20,2026-07-09,Negotiation,Closed Won,
D00381,SummitMetrics LLC,R007,Starter,8000,2026-07-12,2026-08-17,2026-08-19,,Demo,Open,
D00382,HarborLoop Ltd.,R010,Starter,3400,2026-05-21,2026-06-26,2026-06-26,2026-06-07,Demo,Closed Lost,No internal champion
D00383,AnchorLoop Co.,R008,Starter,7200,2024-05-12,2024-06-17,2024-06-17,2024-05-30,Demo,Closed Lost,Lost to competitor
D00384,QuartzGrid Group,R002,Starter,7400,2026-05-24,2026-06-29,2026-07-02,2026-07-01,Negotiation,Closed Won,
D00385,OrbitField Co.,R006,Pro,24800,2026-05-13,2026-06-28,2026-06-28,2026-05-19,Qualified,Closed Lost,Not the right time
D00386,ClearWave Ltd.,R005,Starter,4500,2026-04-24,2026-05-30,2026-06-01,2026-06-03,Negotiation,Closed Lost,Legal/procurement stalled
D00387,IonicSystems Ltd.,R011,Enterprise,114200,2024-11-27,2025-02-04,2025-02-14,2025-01-16,Negotiation,Closed Lost,Lost to competitor
D00388,SummitCore Group,R007,Starter,4000,2025-09-07,2025-10-13,2025-10-14,2025-10-19,Negotiation,Closed Won,
D00389,RapidLogic Group,R011,Pro,15400,2026-05-15,2026-06-30,2026-07-09,2026-07-06,Negotiation,Closed Won,
D00390,PinnaclePoint Ltd.,R004,Enterprise,115300,2024-04-27,2024-07-05,2024-07-19,2024-06-20,Negotiation,Closed Won,
D00391,OrbitPoint Ltd.,R010,Enterprise,48000,2024-06-23,2024-08-31,2024-09-02,2024-08-03,Negotiation,Closed Won,
D00392,LumenLabs LLC,R004,Starter,3100,2026-05-27,2026-07-02,2026-07-05,2026-06-11,Qualified,Closed Lost,No budget
D00393,SilverGrid LLC,R004,Starter,5700,2026-07-08,2026-08-13,2026-08-14,,Demo,Open,
D00394,FusionBridge Ltd.,R002,Starter,7200,2024-07-03,2024-08-08,2024-08-13,2024-08-12,Negotiation,Closed Lost,Went dark
D00395,QuartzLabs LLC,R003,Pro,12300,2024-01-06,2024-02-21,2024-02-24,2024-02-06,Proposal,Closed Lost,Budget cut
D00396,VertexBridge Co.,R008,Starter,7700,2026-04-08,2026-05-14,2026-05-15,2026-05-16,Negotiation,Closed Won,
D00397,ClearBridge Ltd.,R005,Pro,13000,2025-06-07,2025-07-23,2025-07-25,2025-07-09,Proposal,Closed Lost,Lost to competitor
D00398,DeltaPoint LLC,R004,Pro,14600,2026-07-09,2026-08-24,2026-08-26,,Demo,Open,
D00399,AnchorField LLC,R008,Pro,24800,2026-04-22,2026-06-07,2026-06-19,2026-06-17,Negotiation,Closed Won,
D00400,CobaltWave LLC,R002,Pro,13300,2025-02-13,2025-03-31,2025-04-01,2025-03-02,Demo,Closed Lost,Lost to competitor
D00401,OrbitMetrics Inc.,R007,Starter,3400,2026-01-11,2026-02-16,2026-02-17,2026-01-17,Lead,Closed Lost,Not a fit (ICP mismatch)
D00402,NimbusPeak Inc.,R002,Starter,6400,2026-05-24,2026-06-29,2026-07-01,2026-07-03,Negotiation,Closed Won,
D00403,LumenPoint Group,R012,Starter,5800,2024-10-30,2024-12-05,2024-12-05,2024-11-07,Qualified,Closed Lost,No budget
D00404,SilverPeak Inc.,R006,Starter,6000,2026-04-29,2026-06-04,2026-06-11,2026-06-13,Negotiation,Closed Lost,Lost to competitor
D00405,IonicWave Inc.,R005,Starter,6300,2024-07-10,2024-08-15,2024-08-18,2024-08-23,Negotiation,Closed Won,
D00406,AnchorPoint Co.,R004,Starter,7500,2024-04-23,2024-05-29,2024-05-29,2024-05-28,Negotiation,Closed Won,
D00407,BrightStream LLC,R002,Starter,4700,2026-07-12,2026-08-17,2026-08-21,,Qualified,Open,
D00408,DeltaMetrics Ltd.,R001,Pro,12200,2025-08-20,2025-10-05,2025-10-06,2025-09-28,Negotiation,Closed Won,
D00409,FusionPeak Inc.,R010,Pro,12600,2026-05-27,2026-07-12,2026-07-13,2026-06-08,Qualified,Closed Lost,Not the right time
D00410,SilverPath Group,R011,Starter,4400,2026-06-03,2026-07-09,2026-07-18,,Negotiation,Open,
D00411,QuartzGrid Inc.,R008,Pro,16900,2024-05-30,2024-07-15,2024-07-22,2024-07-13,Negotiation,Closed Won,
D00412,VertexField Ltd.,R012,Starter,5900,2024-05-26,2024-07-01,2024-07-01,2024-06-28,Negotiation,Closed Won,
